Review	Liked
awful salad and a poor atmosphere overall. The ambience was noisy too.	0
Absolutely slow sushi, never coming back. The pasta was rude too.	0
Such a stale experience with the service. The ambience was overpriced too.	0
I loved the impressive staff here.	1
We really enjoyed the impressive waitress tonight.	1
fresh place and a great atmosphere overall.	1
I loved the impressive steak here.	1
Absolutely greasy staff, never coming back.	0
charming restaurant and a great atmosphere overall. The restaurant was tasty too.	1
burnt waiter and a poor atmosphere overall.	0
The place was stale.	0
Worst restaurant I've had in a long time, truly greasy. The restaurant was stale too.	0
Absolutely wonderful salad, will come back again. The food was wonderful too.	1
The pizza was slow. The place was disappointing too.	0
Would not recommend, the restaurant was bad.	0
Absolutely charming waiter, will come back again. The pizza was outstanding too.	1
We really regretted the noisy service tonight.	0
Such a outstanding experience with the pizza.	1
outstanding salad and a great atmosphere overall. The sushi was quick too.	1
The waiter here is impressive and worth every penny.	1
stale coffee and a poor atmosphere overall.	0
The ambience was lovely.	1
We really enjoyed the delightful bread tonight.	1
tasty dessert and a great atmosphere overall. The burger was amazing too.	1
The bread was tasty.	1
The service was unfriendly. The pizza was horrible too.	0
We really enjoyed the wonderful service tonight.	1
tasteless place and a poor atmosphere overall.	0
I loved the quick waiter here.	1
Absolutely mediocre menu, never coming back.	0
What a outstanding place, the pasta exceeded expectations.	1
We really regretted the underwhelming soup tonight.	0
Absolutely charming menu, will come back again.	1
Absolutely soggy menu, never coming back. The waitress was rude too.	0
Absolutely rude salad, never coming back. The waiter was soggy too.	0
Would not recommend, the pizza was disappointing.	0
Highly recommend, the staff was tasty.	1
Absolutely rude steak, never coming back. The salad was terrible too.	0
We really regretted the slow ambience tonight.	0
The soup was greasy.	0
The place here is stale and not worth the money. The pasta was tasteless too.	0
What a excellent place, the waiter exceeded expectations.	1
dirty burger and a poor atmosphere overall.	0
What a soggy place, the food fell far short. The pizza was dirty too.	0
stale service and a poor atmosphere overall.	0
Such a tasty experience with the salad.	1
I hated the stale chef here. The menu was tasteless too.	0
Such a overpriced experience with the bread.	0
What a soggy place, the chef fell far short. The salad was bland too.	0
Worst salad I've had in a long time, truly terrible. The service was noisy too.	0
Highly recommend, the burger was outstanding.	1
The soup was dirty.	0
We really regretted the dirty waiter tonight. The waiter was disappointing too.	0
We really enjoyed the amazing food tonight. The waitress was great too.	1
What a quick place, the bread exceeded expectations.	1
lovely coffee and a great atmosphere overall.	1
Worst pasta I've had in a long time, truly bad. The salad was cold too.	0
Such a charming experience with the burger.	1
The ambience was dirty.	0
Absolutely impressive ambience, will come back again.	1
The restaurant was bad.	0
Best steak I've had in a long time, truly wonderful.	1
I hated the cold burger here.	0
Best service I've had in a long time, truly superb.	1
I hated the greasy waiter here. The waitress was bad too.	0
The waitress was soggy.	0
The soup was stale.	0
The soup here is horrible and not worth the money.	0
disappointing pizza and a poor atmosphere overall.	0
Worst waiter I've had in a long time, truly greasy.	0
terrible restaurant and a poor atmosphere overall. The pizza was slow too.	0
The waitress here is bland and not worth the money.	0
Such a delicious experience with the pasta.	1
The dessert here is slow and not worth the money. The place was awful too.	0
Worst salad I've had in a long time, truly bland.	0
Such a charming experience with the waitress.	1
Worst food I've had in a long time, truly unfriendly. The staff was rude too.	0
Absolutely superb waiter, will come back again.	1
What a stale place, the ambience fell far short.	0
We really enjoyed the charming chef tonight. The chef was friendly too.	1
Absolutely lovely pasta, will come back again.	1
We really regretted the awful pizza tonight.	0
Highly recommend, the food was generous. The service was great too.	1
Absolutely cold service, never coming back. The pasta was soggy too.	0
dirty food and a poor atmosphere overall.	0
I hated the slow pasta here. The coffee was underwhelming too.	0
The pasta was noisy. The burger was noisy too.	0
The staff was delicious.	1
The menu here is bland and not worth the money.	0
The waiter here is amazing and worth every penny.	1
amazing menu and a great atmosphere overall. The burger was great too.	1
The restaurant was bland.	0
I hated the disappointing burger here. The dessert was dirty too.	0
I hated the disappointing food here. The coffee was soggy too.	0
Worst chef I've had in a long time, truly burnt. The waitress was terrible too.	0
Best waitress I've had in a long time, truly generous.	1
The burger here is cold and not worth the money.	0
Best dessert I've had in a long time, truly great.	1
I hated the dirty soup here. The restaurant was bad too.	0
Absolutely awful sushi, never coming back. The pizza was burnt too.	0
I hated the cold ambience here.	0
I hated the cold place here.	0
We really enjoyed the excellent waitress tonight.	1
Best burger I've had in a long time, truly tasty.	1
The burger was cold. The waitress was tasteless too.	0
We really enjoyed the perfect food tonight. The steak was superb too.	1
The menu was fantastic.	1
Absolutely bland sushi, never coming back. The chef was slow too.	0
Would not recommend, the steak was awful.	0
Absolutely outstanding pasta, will come back again. The food was charming too.	1
The coffee was quick.	1
Absolutely impressive waitress, will come back again. The pizza was fresh too.	1
I loved the delicious waitress here.	1
What a unfriendly place, the soup fell far short. The staff was noisy too.	0
The place was stale. The salad was unfriendly too.	0
Absolutely fantastic coffee, will come back again.	1
I hated the bad salad here.	0
Absolutely wonderful soup, will come back again.	1
I loved the lovely chef here. The soup was perfect too.	1
Worst salad I've had in a long time, truly slow. The menu was greasy too.	0
Absolutely delicious steak, will come back again.	1
We really enjoyed the excellent burger tonight. The waitress was delightful too.	1
The ambience here is mediocre and not worth the money.	0
Worst staff I've had in a long time, truly awful. The waiter was noisy too.	0
Absolutely generous restaurant, will come back again.	1
amazing menu and a great atmosphere overall.	1
Would not recommend, the sushi was unfriendly. The ambience was bad too.	0
I loved the cozy chef here. The food was cozy too.	1
The restaurant was perfect.	1
I hated the dirty pizza here.	0
I hated the disappointing pizza here.	0
Absolutely noisy chef, never coming back. The waiter was overpriced too.	0
I hated the horrible waitress here.	0
The ambience was rude. The restaurant was noisy too.	0
Absolutely cold steak, never coming back. The ambience was awful too.	0
What a quick place, the bread exceeded expectations.	1
The place was great.	1
What a overpriced place, the food fell far short. The soup was rude too.	0
We really regretted the horrible sushi tonight. The waitress was terrible too.	0
Such a quick experience with the coffee.	1
What a tasty place, the menu exceeded expectations.	1
delicious dessert and a great atmosphere overall. The ambience was flavorful too.	1
Worst waitress I've had in a long time, truly terrible. The coffee was terrible too.	0
The service was tasteless.	0
Such a charming experience with the service. The salad was excellent too.	1
